run,RS,HC,SA,BestConfig,TPE,FLASH-RF_v6
1,0.00297914597815,0.00695134061569,0.00297914597815,0.174776564052,0.00496524329692,0.0
2,0.000993048659384,0.000993048659384,0.000993048659384,0.00297914597815,0.0,0.000993048659384
3,0.00297914597815,0.00595829195631,0.00297914597815,0.00595829195631,0.00297914597815,0.0
4,0.000993048659384,0.00595829195631,0.00297914597815,0.00297914597815,0.000993048659384,0.000993048659384
5,0.000993048659384,0.00695134061569,0.00198609731877,0.00297914597815,0.00198609731877,0.000993048659384
6,0.000993048659384,0.000993048659384,0.000993048659384,0.000993048659384,0.000993048659384,0.000993048659384
7,0.00297914597815,0.00397219463754,0.0,0.0,0.00297914597815,0.000993048659384
8,0.00397219463754,0.000993048659384,0.00595829195631,0.00595829195631,0.00198609731877,0.000993048659384
9,0.00297914597815,0.00595829195631,0.00595829195631,0.00595829195631,0.000993048659384,0.0
10,0.000993048659384,0.000993048659384,0.000993048659384,0.00198609731877,0.000993048659384,0.000993048659384
11,0.00198609731877,0.00695134061569,0.00297914597815,0.00794438927507,0.00297914597815,0.000993048659384
12,0.00595829195631,0.00198609731877,0.00595829195631,0.00595829195631,0.00198609731877,0.00198609731877
13,0.00496524329692,0.000993048659384,0.00595829195631,0.00595829195631,0.00297914597815,0.00198609731877
14,0.00297914597815,0.00297914597815,0.00297914597815,0.00198609731877,0.000993048659384,0.000993048659384
15,0.00198609731877,0.00297914597815,0.0,0.00397219463754,0.00297914597815,0.0
16,0.00198609731877,0.00297914597815,0.00198609731877,0.00297914597815,0.00198609731877,0.000993048659384
17,0.00198609731877,0.00297914597815,0.00198609731877,0.000993048659384,0.0,0.000993048659384
18,0.00198609731877,0.000993048659384,0.00397219463754,0.00397219463754,0.000993048659384,0.000993048659384
19,0.00297914597815,0.00297914597815,0.00297914597815,0.00297914597815,0.00397219463754,0.0
20,0.000993048659384,0.00695134061569,0.000993048659384,0.000993048659384,0.0,0.000993048659384
21,0.00198609731877,0.00198609731877,0.00198609731877,0.00297914597815,0.000993048659384,0.0
22,0.00198609731877,0.000993048659384,0.000993048659384,0.000993048659384,0.00297914597815,0.000993048659384
23,0.00198609731877,0.000993048659384,0.00198609731877,0.00695134061569,0.000993048659384,0.000993048659384
24,0.00496524329692,0.00595829195631,0.00198609731877,0.00695134061569,0.000993048659384,0.0
25,0.00397219463754,0.00695134061569,0.000993048659384,0.00397219463754,0.000993048659384,0.000993048659384
26,0.000993048659384,0.00297914597815,0.00198609731877,0.00297914597815,0.000993048659384,0.0
27,0.000993048659384,0.00198609731877,0.000993048659384,0.000993048659384,0.00297914597815,0.000993048659384
28,0.00297914597815,0.00198609731877,0.00595829195631,0.00297914597815,0.00297914597815,0.0
29,0.00297914597815,0.00397219463754,0.000993048659384,0.00198609731877,0.000993048659384,0.000993048659384
30,0.00198609731877,0.00198609731877,0.000993048659384,0.00198609731877,0.000993048659384,0.0
